,Street,Address,Suburb,State,Postcode,Type,Date,Method,Price,Bedrooms,Bathrooms,Cars,Area,Agent,Latitude,Longitude,Distance
54851,7 Grant Street ,WATSONIA NORTH VIC 3087,WATSONIA NORTH,VIC,3087,House,14-May-22,auction,930000,3,1,2,751,Barry Plant Bundoora,-37.6984762,145.0824389,16.60616339
54934,11 Hislop Street ,KEILOR VIC 3036,KEILOR,VIC,3036,House,6-May-22,private treaty,1660000,4,2,2,754,Brad Teal Woodards Keilor,-37.7178532,144.8314568,15.77970678
54975,3 Finchaven Street ,HERNE HILL VIC 3218,HERNE HILL,VIC,3218,House,26-Mar-22,auction,957000,5,1,2,755,Buxton Newtown,-38.1388977,144.3288748,66.30998295
55031,25 Bamburgh Street ,JACANA VIC 3047,JACANA,VIC,3047,House,26-May-22,auction,678000,3,1,2,757,Brad Teal Woodards Essendon,-37.684253,144.9140898,15.08641557
55160,30 Prior Court ,DELAHEY VIC 3037,DELAHEY,VIC,3037,House,20-Jul-22,private treaty,745000,4,2,2,762,UNKNOWN,-37.7194235,144.7769526,19.47429705
55183,12 Fagg Street ,THOMSON VIC 3219,THOMSON,VIC,3219,House,24-Feb-21,private treaty,420000,2,1,1,762,Stockdale & Leggo South Barwon,-38.1667764,144.3808373,64.37103842
55232,37 Galeff Avenue ,TRUGANINA VIC 3029,TRUGANINA,VIC,3029,House,11-Apr-22,private treaty,600000,4,2,2,764,Barry Plant Tarneit,-37.8430682,144.7088175,22.57450437
55245,8 Jamieson Court ,YALLAMBIE VIC 3085,YALLAMBIE,VIC,3085,House,21-Oct-21,auction,1502000,4,2,2,765,Miles Real Estate Ivanhoe,-37.720513,145.0997535,15.90220649
55274,13 Cash Street ,KINGSBURY VIC 3083,KINGSBURY,VIC,3083,House,31-Jul-21,auction,1101500,3,2,1,765,Ray White Bundoora,-37.71517848,145.0419244,13.01232065
55320,6 Chicago Street ,MARIBYRNONG VIC 3032,MARIBYRNONG,VIC,3032,House,30-May-20,private treaty,1450500,4,2,2,766,Jellis Craig Moonee Valley,-37.7642622,144.8905742,8.460823791
55328,23 O'Shannassy Street ,ESSENDON NORTH VIC 3041,ESSENDON NORTH,VIC,3041,House,13-Mar-21,auction,1465000,4,2,2,766,Barry Plant Essendon,-37.7407202,144.9010763,9.829761848
55340,20 Rotherwood Street ,RICHMOND VIC 3121,RICHMOND,VIC,3121,House,28-Nov-20,auction,3620000,3,2,3,767,Jellis Craig Richmond & Surrounds,-37.8191323,144.9919194,2.585441751
55348,2 Charlesworth Street ,LAVERTON VIC 3028,LAVERTON,VIC,3028,House,5-Jul-22,private treaty,850000,3,1,2,767,Ace Real Estate,-37.859691,144.7751357,17.27412935
55371,58 Gordon Street ,TULLAMARINE VIC 3043,TULLAMARINE,VIC,3043,House,25-Mar-22,auction,870000,3,1,2,768,Jason Real Estate Sales PTY LTD,-37.7046427,144.8765833,14.37047855
55402,9 McGregor Ave ,BRUNSWICK WEST VIC 3055,BRUNSWICK WEST,VIC,3055,House,17-Apr-19,private treaty,1615000,4,2,5,769,McDonald Upton,-37.7548947,144.9440932,6.8080441
55405,16 Firbank Terrace ,ALBANVALE VIC 3021,ALBANVALE,VIC,3021,House,30-Apr-22,auction,727000,5,1,4,769,UNKNOWN,-37.744441,144.7682892,18.80787214
55427,355 Morris Road ,HOPPERS CROSSING VIC 3029,HOPPERS CROSSING,VIC,3029,House,19-Mar-22,auction,880000,4,2,2,770,Hodges Werribee,-37.8506004,144.7064036,22.91632415
55443,10 Bungarra Court ,KURUNJANG VIC 3337,KURUNJANG,VIC,3337,House,22-Jan-22,auction,555000,4,2,2,770,Brad Teal Woodards Sunbury,-37.6729423,144.5905042,36.34944524
55459,48 Edmund Rice Parade ,WATSONIA NORTH VIC 3087,WATSONIA NORTH,VIC,3087,House,16-Oct-21,private treaty,1085000,4,2,2,771,Ray White Bundoora,-37.6920356,145.085655,17.34204951
55465,61 Lake View Crescent ,ST LEONARDS VIC 3223,ST LEONARDS,VIC,3223,House,5-Mar-22,auction,781000,3,2,6,771,Barry Plant - Geelong,-38.1720909,144.7077473,45.67058302
55482,159 Carr Street ,THOMSON VIC 3219,THOMSON,VIC,3219,House,26-Mar-22,auction,590000,3,1,2,772,Ray White Highton,-38.1705335,144.3831331,64.46659791
55497,19 Hotham Street ,HUGHESDALE VIC 3166,HUGHESDALE,VIC,3166,House,14-Oct-17,auction,1825000,4,2,4,773,Marshall White Port Phillip,-37.9026428,145.0783412,14.10856948
55534,76 Melville Road ,PASCOE VALE SOUTH VIC 3044,PASCOE,VIC,3044,House,3-May-21,private treaty,1484000,4,3,2,774,Nelson Alexander Pascoe Vale,-37.7393216,144.9457653,8.469885939
55540,10 Lancaster Avenue ,NEWCOMB VIC 3219,NEWCOMB,VIC,3219,House,16-Jul-22,auction,630000,4,2,4,774,Hayeswinckle East Geelong,-38.1724332,144.3932673,63.89933335
55585,7 Kenley Court ,MEADOW HEIGHTS VIC 3048,MEADOW HEIGHTS,VIC,3048,House,20-Nov-21,auction,550000,3,1,2,776,YPA Estate Agents Glenroy,-37.6628685,144.9150824,17.35760782
55593,19 Parkwood Avenue ,NARRE WARREN SOUTH VIC 3805,NARRE,VIC,3805,House,21-Apr-22,auction,830000,4,2,2,776,Barry Plant Berwick ( Sales ),-38.0552245,145.314926,40.87716834
55629,2 Esplanade ,BALNARRING BEACH VIC 3926,BALNARRING BEACH,VIC,3926,House,13-Feb-22,auction,4611000,3,2,8,778,Marshall White Mornington Peninsula,-38.3940847,145.1177654,65.90270308
55666,524 Ryrie Street ,EAST GEELONG VIC 3219,EAST GEELONG,VIC,3219,House,23-Jun-22,private treaty,1277000,4,2,6,780,Gartland,-38.1567679,144.3866037,63.29736158
55684,3 Roseberry Grove ,GLEN HUNTLY VIC 3163,GLEN HUNTLY,VIC,3163,House,5-Oct-19,auction,2211000,4,2,2,780,Woodards Carnegie,-37.8890696,145.0394538,10.68722106
55700,52 Richards Street ,LALOR VIC 3075,LALOR,VIC,3075,House,5-Mar-22,private treaty,812500,3,1,5,780,Ray Mascaro & Co Pty Ltd,-37.6699624,145.0124243,16.62026588
55721,48 Hood Street ,AIRPORT WEST VIC 3042,AIRPORT WEST,VIC,3042,House,13-Sep-21,auction,1018000,4,1,1,780,Barry Plant Essendon,-37.7251996,144.8858795,12.00875175
55758,19 Valda Avenue ,INDENTED HEAD VIC 3223,INDENTED HEAD,VIC,3223,House,12-Apr-22,private treaty,1115000,4,2,2,781,Neville Richards Real Estate,-38.1385714,144.7071701,42.48973633
55783,5 Gurr Street ,EAST GEELONG VIC 3219,EAST GEELONG,VIC,3219,House,26-Jun-21,auction,1905000,4,2,3,782,McGrath Geelong | Newtown,-38.15806,144.3782899,63.9663383
55907,28 Bicknell Court ,BROADMEADOWS VIC 3047,BROADMEADOWS,VIC,3047,House,4-May-22,private treaty,825000,3,1,1,786,Barry Plant Glenroy,-37.6938976,144.9184286,13.94936977
55911,32 Second Avenue ,CHELSEA HEIGHTS VIC 3196,CHELSEA HEIGHTS,VIC,3196,House,14-Aug-21,auction,1050000,3,2,2,786,Buxton Chelsea,-38.0443963,145.1327551,29.61238228
55922,8 Linden Court ,PRAHRAN VIC 3181,PRAHRAN,VIC,3181,House,12-Aug-17,auction,4200000,4,2,2,787,Marshall White Stonnington,-37.8575087,145.0022753,5.915507857
55941,6 Hunsford Avenue ,NOTTING HILL VIC 3168,NOTTING HILL,VIC,3168,House,7-Dec-21,auction,1185000,3,1,2,787,Ray White Oakleigh,-37.9078196,145.1495906,19.40162986
55964,9 Hartney Avenue ,MICKLEHAM VIC 3064,MICKLEHAM,VIC,3064,House,19-Feb-22,auction,1087000,4,2,3,788,UNKNOWN,-37.5383216,144.901737,31.16064773
56051,16 Irvine Crescent ,BRUNSWICK WEST VIC 3055,BRUNSWICK WEST,VIC,3055,House,1-Jun-22,auction,2000000,4,1,1,791,The Realest Estate,-37.7545735,144.9483244,6.761188219
56094,8 St Kilda Street ,BAXTER VIC 3911,BAXTER,VIC,3911,House,11-Feb-22,private treaty,920000,3,2,2,794,Ray White Frankston,-38.196656,145.1765757,46.46916515
56221,6 Dodd Street ,BRAYBROOK VIC 3019,BRAYBROOK,VIC,3019,House,23-Apr-22,auction,1061000,3,1,2,799,Create Vic Real Estate,-37.7803008,144.8559032,10.15392867
56223,33 Glenwood Drive ,SPRINGVALE SOUTH VIC 3172,SPRINGVALE SOUTH,VIC,3172,House,24-Apr-22,private treaty,875000,3,1,2,799, @realty,-37.9647535,145.1516354,23.53914938
56227,58 Fosters Road ,KEILOR PARK VIC 3042,KEILOR PARK,VIC,3042,House,11-May-22,private treaty,980000,4,2,4,799,Nelson Alexander Keilor East,-37.7195306,144.8549036,14.19619992
56275,392 Kooyong Road ,CAULFIELD SOUTH VIC 3162,CAULFIELD SOUTH,VIC,3162,House,30-Aug-17,private treaty,2900000,5,3,3,8,Biggin & Scott Elsternwick,-37.8925819,145.0137345,9.782877157
56301,1/1 Holman Crt ,BREAKWATER VIC 3219,BREAKWATER,VIC,3219,Apartment ,4-Aug-20,private treaty,255000,2,1,1,8,Compton Green Geelong,-38.1817348,144.3678838,66.28388986
56304,3/131 High Street ,THOMASTOWN VIC 3074,THOMASTOWN,VIC,3074,Apartment ,20-Jul-21,private treaty,310000,2,1,1,8,     Love & Co,-37.6853618,145.0129813,14.98740885
56326,35 Meadow Road ,DEVON MEADOWS VIC 3977,DEVON MEADOWS,VIC,3977,House,22-Aug-17,private treaty,2100000,4,2,4,8,OBrien Real Estate Cranbourne,-38.1740151,145.3000911,49.73821616
56348,22 Erebus Street ,KEILOR PARK VIC 3042,KEILOR PARK,VIC,3042,House,16-Jul-22,auction,945000,4,2,2,8,Woodards Brunswick/Coburg,-37.7231287,144.8599539,13.60151943
56430,12 Jessica Drive ,HAMPTON PARK VIC 3976,HAMPTON PARK,VIC,3976,House,19-Jul-22,auction,911000,4,2,8,8,Ray White Ferntree Gully,-38.0485863,145.2812774,38.1902441
56483,31 Mary Street ,SPOTSWOOD VIC 3015,SPOTSWOOD,VIC,3015,House,5-Jun-21,private treaty,1500000,3,1,1,8,UNKNOWN,-37.8280247,144.8794077,7.517400206
56518,2062-2070 Bellarine Highway ,MARCUS HILL VIC 3222,MARCUS HILL,VIC,3222,House,22-Sep-21,private treaty,2675000,5,3,2,8,Fletchers Bellarine,-38.2417526,144.5726976,58.58182643
56529,33 Beauford Road ,RED HILL SOUTH VIC 3937,RED,VIC,3937,House,30-Sep-21,auction,1855000,4,2,2,8,RT Edgar Flinders,-38.3782392,145.0338808,63.04070528
56548,95 Goldmans Road ,COTTLES BRIDGE VIC 3099,COTTLES BRIDGE,VIC,3099,House,4-Dec-21,auction,1110000,3,1,6,8093,UNKNOWN,-37.6164353,145.2477872,33.33428854
56558,266 Seventh Avenue ,EDEN PARK VIC 3757,EDEN PARK,VIC,3757,House,2-Mar-22,private treaty,1320000,4,2,6,8093,Tom Egan Real Estate,-37.4873487,145.0718917,37.59737574
56560,40 Cranesbill Lane ,MICKLEHAM VIC 3064,MICKLEHAM,VIC,3064,House,9-Apr-21,private treaty,1900000,4,2,1,8093,UNKNOWN,-37.5621352,144.9023337,28.54569141
56561,21-23 Madelyn Court ,CRANBOURNE SOUTH VIC 3977,CRANBOURNE SOUTH,VIC,3977,House,3-Jun-21,private treaty,1440000,5,2,1,8093,Fletchers Cranbourne,-38.1496311,145.2607491,45.52554123
56565,318 McIlroys Road ,RED HILL VIC 3937,RED HILL,VIC,3937,House,30-Oct-16,auction,2600000,5,3,2,8093,Kay & Burton Flinders,-38.3576594,145.0323952,60.75007161
56568,155 Roberts Road ,MAIN RIDGE VIC 3928,MAIN RIDGE,VIC,3928,House,24-Oct-15,auction,1815000,4,3,6,8093,Kay & Burton Flinders,-38.3962035,144.9867962,64.76723909
56579,25 Boundary Road ,WOLLERT VIC 3750,WOLLERT,VIC,3750,House,19-Jun-21,auction,2100000,4,2,2,8255,Ray White South Morang,-37.5923025,144.9950082,24.84218498
56585,21 Gwinganna Place ,BUXTON VIC 3711,BUXTON,VIC,3711,House,12-Mar-21,private treaty,400000,1,1,0,8400,UNKNOWN,-37.4242372,145.7128416,79.01940819
56590,20 Vista Court ,SOMERVILLE VIC 3912,SOMERVILLE,VIC,3912,House,11-Dec-21,auction,1564000,4,2,2,8585,UNKNOWN,-38.2474197,145.1748847,51.63222431
56591,10 Gerards Way ,TYABB VIC 3913,TYABB,VIC,3913,House,26-Jun-21,auction,1500000,5,2,4,8602,OBrien Real Estate Berwick,-38.274836,145.159133,54.03389622
56601,180 Summerhill Road ,WOLLERT VIC 3750,WOLLERT,VIC,3750,House,31-Jan-17,private treaty,1850000,4,2,2,80900,Ristic Real Estate,-37.5747132,145.0048208,26.89118576
56603,29 Brysons Lane ,STRATH CREEK VIC 3658,STRATH CREEK,VIC,3658,House,11-Mar-22,private treaty,930000,4,2,0,80900,UNKNOWN,-37.2636919,145.1883522,64.37532982
56608,20 Greens Road ,ARTHURS CREEK VIC 3099,ARTHURS CREEK,VIC,3099,House,10-Nov-21,private treaty,1654000,4,2,4,80900,Mason White McDougall Hurstbridge,-37.5871798,145.2128867,33.47753335
56611,320 Alma Road ,WATSONS CREEK VIC 3097,WATSONS CREEK,VIC,3097,House,22-Oct-20,private treaty,1427250,5,2,2,80900,Morrison Kleeman Estate Agents,-37.6579602,145.2481696,30.50609418
56613,217 Bittern Dromana Road ,MERRICKS NORTH VIC 3926,MERRICKS NORTH,VIC,3926,House,16-Nov-19,private treaty,3800000,4,2,4,80900,Kay & Burton Flinders,-38.3535327,145.1073013,61.30089619
56617,275 Mornington-Tyabb Road ,MOOROODUC VIC 3933,MOOROODUC,VIC,3933,House,17-May-15,private treaty,2120000,4,3,4,80900,RT Edgar Flinders,-38.2495842,145.1109713,50.12737572
56620,48 Deviation Road ,KINGLAKE CENTRAL VIC 3757,KINGLAKE CENTRAL,VIC,3757,House,6-Dec-21,private treaty,1250000,4,3,6,82500,Integrity Real Estate Yarra Valley,-37.5208077,145.3285199,45.82475409
56623,178 Hessell Road ,HARKAWAY VIC 3806,HARKAWAY,VIC,3806,House,27-Feb-21,auction,3405000,5,2,0,85900,First National Real Estate Neilson Partners,-38.0067292,145.3332232,38.89962726
56625,134 Bittern-Dromana Road ,MERRICKS NORTH VIC 3926,MERRICKS NORTH,VIC,3926,House,28-Aug-16,auction,4505000,5,4,3,85000,RT Edgar Flinders,-38.3535327,145.1073013,61.30089619
56628,156 Hildebrand Road ,COTTLES BRIDGE VIC 3099,COTTLES BRIDGE,VIC,3099,House,7-Jan-22,private treaty,1530000,5,2,3,85000,Mason White McDougall Hurstbridge,-37.5923629,145.2372629,34.50821068
56633,1335-1359 Holden Road ,TOOLERN VALE VIC 3337,TOOLERN VALE,VIC,3337,House,17-Feb-20,private treaty,1650000,4,2,2,89000,Kennedy & Hunt Real Estate,-37.6074215,144.5941995,39.78904438
56637,82 Lake View Road ,ST ANDREWS VIC 3761,ST ANDREWS,VIC,3761,House,14-Dec-19,private treaty,1650000,4,2,2,80937,Mason White McDougall Hurstbridge,-37.5931173,145.2673992,36.35459186
56646,10 Eaglehawk Boulevard ,EYNESBURY VIC 3338,EYNESBURY,VIC,3338,House,13-Jan-22,private treaty,960000,4,3,2,800,UNKNOWN,-37.7907264,144.5513537,36.28619367
56677,7 Penedrel Drive ,MOUNT DUNEED VIC 3217,MOUNT DUNEED,VIC,3217,House,26-Mar-22,private treaty,1310000,4,2,3,800,Buxton Leopold Pty Ltd,-38.2316529,144.3170763,73.21682379
56678,3 Tossol Court ,THORNTON VIC 3712,THORNTON,VIC,3712,House,16-Nov-18,private treaty,250000,4,1,1,800,UNKNOWN,-37.2551742,145.7939709,96.10672082
56680,46 Carbeena Parade ,HEIDELBERG WEST VIC 3081,HEIDELBERG WEST,VIC,3081,House,13-Nov-21,auction,995000,2,1,0,800,Jellis Craig Ivanhoe,-37.7440831,145.0413591,10.39796971
56708,7 Bateman Street ,ATTWOOD VIC 3049,ATTWOOD,VIC,3049,House,21-Dec-19,auction,1450000,4,3,2,801,Barry Plant Gladstone Park,-37.6728156,144.8826946,17.24715856
56712,36 Dane Avenue ,BELL POST HILL VIC 3215,BELL,VIC,3215,House,3-Dec-21,private treaty,1150000,4,2,4,801,Harcourts North Geelong,-38.1100822,144.330215,64.52861506
56732,14 Toolim Walk ,SYDENHAM VIC 3037,SYDENHAM,VIC,3037,House,26-Apr-22,private treaty,945000,4,2,4,802,UNKNOWN,-37.7052601,144.7627876,21.38568604
56774,13 Kara Court ,CRIB POINT VIC 3919,CRIB POINT,VIC,3919,House,19-Dec-21,private treaty,1040000,4,3,4,804,UNKNOWN,-38.3572384,145.2020986,63.91984276
56788,20 Anthony Street ,NEWCOMB VIC 3219,NEWCOMB,VIC,3219,House,12-Oct-15,private treaty,282500,3,1,2,805,Buxton Geelong East Pty Ltd,-38.1684634,144.3982396,63.28434628
56806,133 Cravens Road ,MERNDA VIC 3754,MERNDA,VIC,3754,House,19-Feb-22,auction,917000,4,2,2,805,Ray White Mernda,-37.6033743,145.081294,25.6527425
56849,15 Broome Road ,FLOWERDALE VIC 3717,FLOWERDALE,VIC,3717,House,12-Jul-21,private treaty,435000,3,1,3,808,Tom Egan Real Estate,-37.3385247,145.2867457,60.11058837
56855,107 Kellett Street ,NORTHCOTE VIC 3070,NORTHCOTE,VIC,3070,House,17-Jan-19,private treaty,1575000,2,1,2,808,Nelson Alexander Northcote,-37.7668856,145.0052734,6.435834455
56862,5 Planet Court ,WHITTINGTON VIC 3219,WHITTINGTON,VIC,3219,House,4-Jun-22,auction,370000,3,1,0,808,Hayeswinckle Newtown,-38.1748218,144.3955382,63.90960471
56883,7 Victor Court ,LALOR VIC 3075,LALOR,VIC,3075,House,11-Jun-22,auction,765000,3,2,5,809,Barry Plant Epping,-37.6686118,145.0083794,16.67694053
56899,89 Royal Crescent ,HILLSIDE VIC 3037,HILLSIDE,VIC,3037,House,4-Mar-22,auction,1025000,5,2,7,809,White Knight Estate Agents,-37.69006,144.7397518,24.01572353
56908,10 Scholz Road ,CHRISTMAS HILLS VIC 3775,CHRISTMAS HILLS,VIC,3775,House,9-Jun-22,private treaty,1150000,5,3,3,81300,Morrison Kleeman Estate Agents,-37.6494656,145.3012768,34.93596449
56918,7 Barrington Close ,KEYSBOROUGH VIC 3173,KEYSBOROUGH,VIC,3173,House,31-Jul-21,auction,1141000,4,2,4,810,Barry Plant Noble Park,-37.9864985,145.1576498,25.66323229
56954,9 Chester Court ,FAWKNER VIC 3060,FAWKNER,VIC,3060,House,23-Apr-22,private treaty,835000,3,1,1,811,Barry Plant Coburg,-37.7166281,144.9697518,10.87032391
57001,738 Barkly St ,WEST FOOTSCRAY VIC 3012,WEST FOOTSCRAY,VIC,3012,House,4-Sep-21,private treaty,1800000,3,1,2,813,Create Vic Real Estate,-37.7958405,144.8648469,8.878606193
57025,15 Jordan Street ,ASHWOOD VIC 3147,ASHWOOD,VIC,3147,House,11-Jul-21,private treaty,1530000,5,2,4,814,Zed Real Estate,-37.8683601,145.1024342,13.63567651
57042,60-62 Hobbs Street ,SEDDON VIC 3011,SEDDON,VIC,3011,House,28-May-22,auction,2010000,2,1,2,815,McGrath Yarraville,-37.8078566,144.8964381,5.905837457
57050,97 Kitchener Street ,BROADMEADOWS VIC 3047,BROADMEADOWS,VIC,3047,House,20-Jun-22,auction,710000,3,1,0,815,Jason Real Estate Sales PTY LTD,-37.6826629,144.9238904,15.0348935
57056,7 Henlow Rise ,HALLAM VIC 3803,HALLAM,VIC,3803,House,18-Jun-22,private treaty,780000,4,2,4,815,Donaldson Martin & Co Pty Ltd,-38.0113925,145.2791422,35.3536747
57117,2 Walmer Avenue ,ST ALBANS VIC 3021,ST ALBANS,VIC,3021,House,7-Oct-21,auction,1182000,4,2,1,818,UNKNOWN,-37.7423944,144.8054599,16.00120504
57127,7 Ajax Street ,BELL POST HILL VIC 3215,BELL,VIC,3215,House,9-May-22,auction,950000,4,2,2,818,Ray White Lara,-38.09114,144.3267797,63.7498779
57135,50 Elandi Street ,CURLEWIS VIC 3222,CURLEWIS,VIC,3222,House,11-Jul-21,private treaty,1305000,4,2,3,819,Barry Plant - Geelong,-38.1650497,144.54759,53.38472835
57144,1702/265 Exhibition Street ,MELBOURNE VIC 3000,MELBOURNE,VIC,3000,Apartment ,26-Feb-22,auction,710000,2,2,1,81,Belle Property Carlton,-37.8142176,144.9631608,0.0
57146,1412/2 Joseph Road ,FOOTSCRAY VIC 3011,FOOTSCRAY,VIC,3011,Apartment ,18-Jul-22,private treaty,600000,2,2,1,81,Motion Property,-37.7995452,144.909498,4.990326116
57150,1-4/502 Haughton Road ,CLAYTON SOUTH VIC 3169,CLAYTON SOUTH,VIC,3169,Apartment ,31-May-18,private treaty,1500000,2,1,1,820,Darras & Zervas Estate Agents,-37.9430924,145.125236,20.19802525
57152,15 Petrel Close ,BLIND BIGHT VIC 3980,BLIND BIGHT,VIC,3980,House,21-Mar-22,private treaty,800000,4,2,4,820,Eview Group - Australia,-38.2147632,145.3357785,55.23748615
57155,28B Ellwood Drive ,PEARCEDALE VIC 3912,PEARCEDALE,VIC,3912,House,7-Dec-21,private treaty,1126000,4,3,2,820,Eview Group - Australia,-38.2016456,145.2325295,49.13624997
57176,33 Lima Street ,ST ALBANS VIC 3021,ST ALBANS,VIC,3021,House,20-Apr-22,private treaty,825000,5,1,4,821,Ray White St Albans,-37.7570445,144.8026757,15.47466731
57218,34 Lawson Parade ,HEIDELBERG HEIGHTS VIC 3081,HEIDELBERG HEIGHTS,VIC,3081,House,20-Jun-22,private treaty,920000,3,1,2,823,Nick Smith,-37.7414598,145.0540673,11.37396281
57263,5 Perry Street ,MOORABBIN VIC 3189,MOORABBIN,VIC,3189,House,6-Dec-19,auction,1531000,3,2,1,826,Buxton Hampton East,-37.9384142,145.0407451,15.40248346
57272,21 Stewart Road ,HURSTBRIDGE VIC 3099,HURSTBRIDGE,VIC,3099,House,2-Dec-21,auction,1085000,3,2,0,826,Morrison Kleeman Estate Agents,-37.6361583,145.1882427,28.00685813
57338,2 Hitchcock Avenue ,BARWON HEADS VIC 3227,BARWON HEADS,VIC,3227,House,19-May-18,auction,2150000,3,2,2,829,Bellarine Property Pty Ltd,-38.2822111,144.4915116,66.45630016
57339,327 Gordons Road ,SOUTH MORANG VIC 3752,SOUTH MORANG,VIC,3752,House,20-Apr-22,private treaty,880000,3,2,2,829,Barry Plant Bundoora,-37.625325,145.0678873,22.94217608
57345,29/15 River Boulevard ,RICHMOND VIC 3121,RICHMOND,VIC,3121,Apartment ,10-May-22,private treaty,570000,1,1,1,82,Harcourts Vermont South,-37.8135532,145.0130726,4.386486483
57370,11 BUTTERFIELD Place ,CRANBOURNE EAST VIC 3977,CRANBOURNE EAST,VIC,3977,House,14-Feb-22,private treaty,965000,4,2,4,830,Fletchers Cranbourne,-38.107638,145.2967599,43.82997148
57372,255 Arthur Street ,FAIRFIELD VIC 3078,FAIRFIELD,VIC,3078,House,8-Aug-20,private treaty,1570000,4,2,3,830,Jellis Craig Northcote,-37.7696419,145.0208053,7.089167383
57404,4 Kalimna Street ,CARRUM VIC 3197,CARRUM,VIC,3197,House,10-Apr-21,auction,1200100,3,2,1,831,Buxton Chelsea,-38.0800462,145.1253092,32.81085167
57408,12 Lace Monitor Circuit ,CLYDE NORTH VIC 3978,CLYDE NORTH,VIC,3978,House,13-Feb-22,private treaty,950000,7,3,2,831,Le & Co Estate Agents,-38.1085155,145.3409045,46.57184306
57411,7 Smethwick Green ,CAROLINE SPRINGS VIC 3023,CAROLINE SPRINGS,VIC,3023,House,4-Jun-22,auction,770000,4,2,2,832,Sweeney Estate Agents Caroline Springs,-37.740771,144.7291339,22.13716789
57414,130 Fulham Road ,ALPHINGTON VIC 3078,ALPHINGTON,VIC,3078,House,16-Sep-15,private treaty,1800000,6,3,3,832,Hudson Bond Real Estate,-37.7815866,145.0257737,6.592267996
57477,4 Springfield Road ,MERRICKS VIC 3916,MERRICKS,VIC,3916,House,18-Jan-22,private treaty,1400000,3,2,2,834,Nicholas Lynch,-38.393238,145.0832901,65.25695749
57503,51 Magnolia Road ,GARDENVALE VIC 3185,GARDENVALE,VIC,3185,House,20-Mar-22,auction,3300000,3,2,3,836,   Gary Peer,-37.8981487,145.0101374,10.20659481
57539,13 Kitchener Street ,MENTONE VIC 3194,MENTONE,VIC,3194,House,28-Sep-17,private treaty,2050000,5,3,2,836,Hodges Mentone/Chelsea,-37.9871243,145.059283,21.00141903
57544,50 Clarke Drive ,GLADSTONE PARK VIC 3043,GLADSTONE PARK,VIC,3043,House,18-Feb-22,auction,975000,6,2,2,836,Ray White Gladstone Park,-37.6821881,144.8988243,15.7380146
57546,142 Bambra Road ,CAULFIELD VIC 3162,CAULFIELD,VIC,3162,House,13-Nov-19,private treaty,2300000,5,3,2,836,Wilson Glen Eira PTY LTD,-37.8919854,145.0279931,10.35592102
57583,52-54 Smith Street ,GROVEDALE VIC 3216,GROVEDALE,VIC,3216,House,5-Mar-22,auction,780000,3,2,4,838,Barry Plant Highton,-38.201774,144.3465887,69.12469273
57587,2 TREVALLY DRIVE ,OCEAN GROVE VIC 3226,OCEAN GROVE,VIC,3226,House,22-May-21,auction,1230000,4,2,3,838,Real Estate Geelong Pty Ltd,-38.2654512,144.5373132,62.536144
57622,14 Rosemary Court ,CARRUM DOWNS VIC 3201,CARRUM DOWNS,VIC,3201,House,22-Mar-22,private treaty,770000,3,1,2,840,YPA Cranbourne,-38.1130446,145.1860205,38.55824669
57628,29 Wilson Street ,CARLTON NORTH VIC 3054,CARLTON NORTH,VIC,3054,House,7-Jan-14,auction,3850000,6,3,2,840,Nelson Alexander | Carlton,-37.7845585,144.9728553,3.407231784
57630,124 Bambra Road ,CAULFIELD VIC 3162,CAULFIELD,VIC,3162,House,21-Jul-19,auction,2000000,4,2,2,840, Rodney Morley Pty Ltd,-37.8919854,145.0279931,10.35592102
57666,1 Como Avenue ,SOUTH YARRA VIC 3141,SOUTH YARRA,VIC,3141,House,7-Jul-21,private treaty,5875000,5,2,3,842, Jellis Craig Stonnington,-37.8383489,145.0025484,4.379445474
57669,3B Buckingham Street ,SYDENHAM VIC 3037,SYDENHAM,VIC,3037,House,28-May-22,auction,810000,3,2,2,842,Barry Plant Taylors Lakes,-37.6904364,144.7636189,22.30521629
57673,4 Cobbs Close ,AINTREE VIC 3336,AINTREE,VIC,3336,House,22-Mar-22,private treaty,1300000,4,2,3,843,White Knight Estate Agents,-37.7308021,144.6707902,27.32886798
57682,17 Sydney Street ,ALBION VIC 3020,ALBION,VIC,3020,House,31-Mar-22,auction,965000,3,1,2,843,Barry Plant Sunshine,-37.7817346,144.8224937,12.88052895
57683,20 Davies Street ,SAFETY BEACH VIC 3936,SAFETY BEACH,VIC,3936,House,2-Apr-22,auction,1410000,4,2,2,843,UNKNOWN,-38.3109815,145.002369,55.36154943
57708,15 Downey Drive ,DOREEN VIC 3754,DOREEN,VIC,3754,House,26-Oct-21,auction,962000,3,2,2,845,Barry Plant Doreen,-37.5762752,145.134321,30.45322816
57710,6 Antrim Court ,CORIO VIC 3214,CORIO,VIC,3214,House,2-Sep-17,auction,310000,3,1,0,845,buymyplace,-38.0725638,144.3546914,60.61741892
57716,60 Elder Street ,WATSONIA VIC 3087,WATSONIA,VIC,3087,House,9-Aug-21,private treaty,1050000,4,2,2,845,Barry Plant Bundoora,-37.7115176,145.0857722,15.70777971
57744,37 Morton Boulevard ,TAYLORS HILL VIC 3037,TAYLORS HILL,VIC,3037,House,7-Jun-21,private treaty,1218000,6,4,8,847,Moonee Valley Real Estate,-37.7083314,144.7566883,21.64160467
